version,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.24,Processing,Single file exports from Atlas to PDF algorithm,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.24,Processing,Project Models are shown in the Project menu,Kanton Solothurn,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.24,Processing,Add point cloud destination parameter and output to Processing,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.24,Processing,Array field support,SwissTierras Colombia,https://www.swisstierrascolombia.com/,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.24,Application and Project Options,qgis_process --no-python argument,North Road,https://north-road.com,Nyall Dawson,https://github.com/nyalldawson,index.md
3.24,Application and Project Options,"Suppress ""bad layers"" handler on startup",Not specified,,Tim Sutton,https://github.com/timlinux,index.md
3.24,Application and Project Options,Parameter values for qgis_process can be specified as a JSON object via stdin,"the Research Institute for Nature and Forest, Flemish Govt",,Nyall Dawson,https://github.com/nyalldawson,index.md
3.24,Application and Project Options,Run Python script algorithms directly via qgis_process,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.24,Data Providers,"Friendlier errors from XYZ raster tiles, WMS and vector tiles",MapTiler,https://www.maptiler.com/,Lutra Consulting (Vincent Cloarec),http://www.lutraconsulting.co.uk,index.md
3.24,Data Providers,Add out-of-the-box connection to Mapzen Global Terrain tiles,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.24,Data Providers,HMAC SHA256 auth method for MapTiler,MapTiler,https://www.maptiler.com/,Lutra Consulting (Vincent Cloarec),http://www.lutraconsulting.co.uk,index.md
3.24,Data Providers,Template parameter  for XYZ raster and vector tiles,MapTiler,https://www.maptiler.com/,Lutra Consulting (Vincent Cloarec),http://www.lutraconsulting.co.uk,index.md
3.24,Data Providers,Convert WMTS/XYZ raster tiles to terrain (DEM),MapTiler,https://www.maptiler.com/,Lutra Consulting (Vincent Cloarec),http://www.lutraconsulting.co.uk,index.md
3.24,Data Providers,Array field types for scratch layers,Not specified,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.24,Data Providers,JSON field types for new GeoPackage layers,Not specified,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.24,Data Providers,Delimited text type overrides and other improvements,Stadt Freiburg im Breisgau,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.24,Data Providers,New authentication method for HTTP header based authentication,Not specified,,Tom C,https://github.com/Cumminsc9,index.md
3.24,Data Providers,Expose secondary PostGIS geometry columns as referenced geometries,OPENGIS.ch,https://www.opengis.ch,"Matthias Kuhn, OPENGIS.ch",https://github.com/m-kuhn,index.md
3.24,QGIS Server,Allow better control of the response flow chain from server filters,Not specified,,David Marteau,https://github.com/dmarteau,index.md
3.24,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti,https://www.qcooperative.net/,index.md
3.24,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Sandro Santilli,https://strk.kbt.io/,index.md
3.24,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault,https://www.spatialys.com/,index.md
3.24,Notable Fixes,Bug fixes by Denis Rouzaud,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Denis Rouzaud,http://www.opengis.ch/,index.md
3.24,Notable Fixes,Bug fixes by Alex Bruy,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alex Bruy,,index.md
3.24,Notable Fixes,Bug fixes by Paul Blottiere,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Pau Blottiere,https://hytech-imaging.fr/,index.md
3.24,Notable Fixes,Bug fixes by Matthias Kuhn,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Matthias Kuhn,https://www.opengis.ch/,index.md
3.24,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson,https://north-road.com/,index.md
3.24,Notable Fixes,Bug fixes by Damiano Lombardi,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Damiano Lombardi,https://www.opengis.ch/,index.md
3.26,Breaking Changes,DB2 Support Removed,Not specified,,Not specified,,index.md
3.26,Map Tools,Selecting all features by attribute value from Identify Results panel,Camptocamp,https://www.camptocamp.com,Ismail Sunni,https://github.com/ismailsunni,index.md
3.26,User Interface,Coordinate ordering according to CRS,SevenCs GmbH,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,User Interface,Select features from expression based symbols,City of Canning,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,User Interface,Copy preview expression value to clipboard,Camptocamp,https://www.camptocamp.com/,Ismail Sunni,https://github.com/ismailsunni,index.md
3.26,User Interface,Option to synchronize statistics panel with layer selection,Not specified,,Jacky Volpes,https://github.com/Djedouas,index.md
3.26,User Interface,Implement scroll wheel action for color and symbol buttons,Not specified,,"Mathieu Pellerin, OPENGIS.ch",https://www.opengis.ch/,index.md
3.26,Accessibility,Horizontal table scroll with shift+wheel,the City of Canning,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Symbology,"New ""Animated Marker"" symbol type",North Road Consulting,https://north-road.com,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Symbology,Allow any symbol to be an animated symbol,North Road Consulting,https://north-road.com,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Symbology,Point cloud style synchronization,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Lutra Consulting (Stefanos Natsis),http://www.lutraconsulting.co.uk,index.md
3.26,Symbology,"Add a new classification method for ""Fixed interval""",SLYR,https://north-road.com/slyr/,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Symbology,Custom dash pattern panel shows total pattern length,North Road Consulting,https://north-road.com,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Symbology,Select style categories when storing styles in database,Not specified,,Jacky Volpes,https://github.com/Djedouas,index.md
3.26,Labelling,Allow data-defined control over line anchor type,City of Freiburg im Breisgau,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Labelling,Control label anchor placement relative to text position,City of Freiburg im Breisgau,,Nyall Dawson (North Road Consulting),https://north-road.com/slyr/,index.md
3.26,Labelling,Interactively move curved line labels along their line features,City of Freiburg im Breisgau,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.26,Rendering,WMS provider resampling,Maptiler,https://www.maptiler.com/,Lutra Consulting (Vincent Cloarec),http://www.lutraconsulting.co.uk,index.md
3.26,Rendering,Selective masking vectorization,Not specified,,Julien Cabieces,https://github.com/troopa81,index.md
3.26,3D Features,Transparency support for 3D Phong material,Swedish QGIS user group.,https://www.qgis.se/,Lutra Consulting (Nedjima Belgacem),http://www.lutraconsulting.co.uk,index.md
3.26,3D Features,3D Maps inherit terrain settings from project,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,3D Features,Sync 2D and 3D navigation,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Lutra Consulting (Nedjima Belgacem),http://www.lutraconsulting.co.uk,index.md
3.26,3D Features,3D axis in 3D map viewer,Not specified,,benoitdm-oslandia,https://github.com/benoitdm-oslandia,index.md
3.26,Point Clouds,Point cloud triangulation in 3D views,Not specified,,Vincent Cloarec,https://github.com/vcloarec,index.md
3.26,Point Clouds,Cloud Optimized Point Clouds (COPC) support,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Lutra Consulting (Nedjima Belgacem),https://www.lutraconsulting.co.uk/,index.md
3.26,Point Clouds,Point cloud filtering,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Lutra Consulting (Stefanos Natsis),http://www.lutraconsulting.co.uk,index.md
3.26,Print Layouts,Apply font settings from layer conditional styling to layout attribute tables,City of Canning,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Print Layouts,Scalebar Data Defined Overrides,Not specified,,esnyder-rve,https://github.com/esnyder-rve,index.md
3.26,Expressions,Between/ Not between operators,Kanton Solothurn,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.26,Expressions,Static parent variable in aggregate expression functions,Amt für Geoinformation Kanton Schaffhausen,https://agi.sh.ch,"David Signer, OPENGIS.ch",http://www.opengis.ch,index.md
3.26,Digitising,Add a checkbox to disable vertex tool dock auto-opening behavior,SevenCs GmbH,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Digitising,Integrate shape map tools into feature digitizing,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.26,Digitising,New constraints for advanced digitizing panel,Métropole Européenne de Lille @Jean-Roc,,Antoine Facchini,https://github.com/Koyaani,index.md
3.26,Data Management,"Add a ""filter rules"" search box to vector tile renderer and labeling widgets",North Road Consulting,https://north-road.com,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Data Management,User defined field names in export,the Swiss QGIS User Group,,Damiano Lombardi,https://github.com/domi4484,index.md
3.26,Data Management,Georeferencing vector layers in georeferencer,the Danish QGIS Usergroup,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Data Management,Add field domain management capabilities to browser,Provincie Gelderland,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Data Management,Buffered Transactional Editing,Kanton Glarus,,Damiano Lombardi,https://github.com/domi4484,index.md
3.26,Forms and Widgets,Access form reference in python form actions,Not specified,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.26,Forms and Widgets,Allow drag and drop forms label font and color customization,ARPA Piemonte,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.26,Forms and Widgets,Collapse form group by expression,ARPA Piemonte,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.26,Analysis Tools,"""Keep disjoint features separate"" option for dissolve algorithm",City of Canning,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Processing,Raise message model tool,Not specified,,"Mathieu Pellerin, OPENGIS.ch",https://www.opengis.ch/,index.md
3.26,Processing,Run batch processing steps in tasks,NRCan Contract#3000739399,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Processing,Background processing of model algorithms,NRCan Contract#3000739399,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Processing,Allow setting Examples in graphical model help,NRCan Contract#3000739399,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Processing,Overlay tools with multiple overlay layers support,Not specified,,Alexander Bruy,https://github.com/alexbruy,index.md
3.26,Application and Project Options,Project elevation properties framework,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Application and Project Options,Optionally store UI configuration in projects,City of Canning,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Application and Project Options,Optionally store layer edit state in projects,City of Canning,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Application and Project Options,Project style databases support,the QGIS Swiss user group.,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Application and Project Options,Added setting to show feature counts by default for newly added layers,SevenCs GmbH,,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Application and Project Options,"Add a ""Skip"" option for custom environmental variables in Settings-\>Options-\>Environment",Not specified,,Andrea Giudiceandrea,https://github.com/agiudiceandrea,index.md
3.26,Application and Project Options,"Revamped projects' default symbols, color ramp , and text format",Not specified,,"Mathieu Pellerin, OPENGIS.ch",https://www.opengis.ch/,index.md
3.26,Profile Plots,Elevation profile plotting tool,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Profile Plots,Flexible vector layer symbology in elevation profiles,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Profile Plots,Flexible symbology for point cloud profile plotting,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Profile Plots,Vector feature extrusion for profile charts,Crowdfunding for raster and point clouds improvements,https://www.lutraconsulting.co.uk/crowdfunding/elevation-pointcloud-enhancements-qgis,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Browser,Rename bookmark groups context menu control,Camptocamp,https://www.camptocamp.com,Ismail Sunni,https://github.com/ismailsunni,index.md
3.26,Data Providers,Support reading ESRI vector tile packages (.vtpk) files directly,"North Road Consulting, thanks to SLYR",https://north-road.com/slyr/,Nyall Dawson (North Road Consulting),https://north-road.com,index.md
3.26,Data Providers,SQL Logging in the Debugging/ Development panel,Not specified,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.26,QGIS Server,Alternate periodic check strategy for detecting project updates,3Liz,https://3liz.com,David Marteau,https://github.com/dmarteau,index.md
3.26,QGIS Server,Add more server highlight label parameters,Not specified,,mhugent,https://github.com/mhugent,index.md
3.26,QGIS Server,Temporal properties support for WMS Server,Gis3W,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.26,Programmability,"Add a QgsScaleCalculator function to calculate canvas width from a given extent, scale, and dpi",Not specified,,"Mathieu Pellerin, OPENGIS.ch",https://github.com/nirvn,index.md
3.26,Programmability,Clear current symbol action in symbol button widget,Not specified,,"Mathieu Pellerin, OPENGIS.ch",https://www.opengis.ch/,index.md
3.26,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault,https://www.spatialys.com/,index.md
3.26,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti,https://www.qcooperative.net/,index.md
3.26,Notable Fixes,Bug fixes by Alex Bruy,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alex Bruy,https://www.qcooperative.net/,index.md
3.26,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Sandro Santilli (strk),https://strk.kbt.io/,index.md
3.26,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson,https://north-road.com/,index.md
3.26,Notable Fixes,Bug fixes by Loïc Bartoletti,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Loïc Bartoletti,https://oslandia.com/,index.md
3.28,Temporal,Add temporal manager support for WMTS layers with TIME dimension,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Map Tools,Allow selecting features in vector tile layers,Toitū Te Whenua Land Information New Zealand,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,User Interface,Exclusive window based UX for data source manager,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,User Interface,Add a Show in Attribute Table action to the right click menu of legend class symbols,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.28,User Interface,Add setting to hide NULL values on identify result,Camptocamp,https://www.camptocamp.com/,Ismail Sunni,https://github.com/ismailsunni,index.md
3.28,Symbology,Allow control over GPS location marker,"Tiwi Resources, Bush Heritage, Australian Wildlife Conservancy",,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Symbology,Added new ellipse marker shapes,North Road,,ZayneTomlins,https://github.com/ZayneTomlins,index.md
3.28,Labelling,Add support for HTML bold/italic/font size and font family to labelling,the Swiss QGIS user group,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Labelling,Add option to use absolute units for line height,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Mesh,Add option to reload mesh layer temporal properties,Not specified,,Vincent Cloarec,https://github.com/vcloarec,index.md
3.28,3D Features,Ambient Occlusion 3D Effect,Not specified,,Martin Dobias & Belgacem Nedjima,https://github.com/wonder-sk,index.md
3.28,Point Clouds,Point Cloud Layer Export,State of Vorarlberg and Swiss QGIS user group,,Stefanos Natsis,https://github.com/uclaros,index.md
3.28,Point Clouds,Eye Dome Lighting for point clouds in 2D map canvas,Not specified,,Nedjima Belgacem,https://github.com/NEDJIMAbelgacem,index.md
3.28,Print Layouts,Add FORCE_RASTER and IMAGE_COMPRESSION parameters to PDF algorithms,Not specified,,Andrea Giudiceandrea,https://github.com/agiudiceandrea,index.md
3.28,Expressions,Add new variable form of current feature expression functions,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Expressions,Add new shared_paths function,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Expressions,Make_valid and geom_to_array functions,Not specified,,Alex,https://github.com/roya0045,index.md
3.28,Expressions,Concave hull function,Not specified,,Loïc Bartoletti,https://github.com/lbartoletti,index.md
3.28,Data Management,Ask for confirmation when deleting features,QGIS user group Switzerland,https://www.qgis.ch/,Mathieu Pellerin,https://github.com/nirvn,index.md
3.28,Metadata and Metasearch,Layer metadata data provider search and storage,ARPA Piemonte,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.28,Processing,Fixed precision support for select processing tools,Orange Telecom FR,,Loïc Bartoletti,https://github.com/lbartoletti,index.md
3.28,Processing,"Improved ""Make Valid"" Algorithms",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Processing,Default option to show feature count for vector outputs from processing,Not specified,,Germap,https://github.com/gacarrillor,index.md
3.28,Processing,Add relations export option to package layers algorithm,ARPA Piemonte,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.28,Processing,"Add ""Offset"" parameter to ""Drape"" algorithms",Not specified,,Andrea Giudiceandrea,https://github.com/agiudiceandrea,index.md
3.28,Application and Project Options,Modified project coordinate and bearing display settings,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.28,Application and Project Options,"Add support for ""user"" fonts, and automatic downloading of freely licensed fonts",Toitū Te Whenua Land Information New Zealand,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Browser,"Implement relationship discovery for OGR layers, and show relationships in browser",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Browser,Modified UX for Geopackage and ESRI File Geodatabase creation,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Browser,Allow drag and drop of vector layers to non-GPKG OGR database datasets,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Browser,Expose field domain management for non-gpkg OGR sources,Provincie Gelderland,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Data Providers,Define session role for PostgreSQL connections,3liz,https://3liz.com/,rldhont,https://github.com/rldhont,index.md
3.28,Data Providers,Automatically add related tables when adding layers from GDAL datasets with embedded relationship information,University of Uppsala,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Data Providers,Add subset string (filter) support for arcgis REST layers,"Naturstyrelsen and Miljøstyrelsen, Danish Ministry of Environment",https://eng.naturstyrelsen.dk/,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Data Providers,Abstract database provider for renaming fields,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Data Providers,WFS performing binary spatial operations in expressions on server,Kanton Schaffhausen,,signedav,https://github.com/signedav,index.md
3.28,Data Providers,Editing ArcGIS REST Layers,"Naturstyrelsen and Miljøstyrelsen, Danish Ministry of Environment",https://eng.naturstyrelsen.dk/,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Data Providers,Load raster sublayers from vector tile styles automatically,Toitū Te Whenua Land Information New Zealand,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Data Providers,Add WMS layers individually,Camptocamp,https://www.camptocamp.com/,Ismail Sunni,https://github.com/ismailsunni,index.md
3.28,Data Providers,Save projects to Oracle Database Provider,Not specified,,Julien Cabieces,https://github.com/troopa81,index.md
3.28,QGIS Server,QGIS_SERVER_ALLOWED_EXTRA_SQL_TOKENS settings variable,Zweckverband Grevesmühlen,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.28,QGIS Server,Open layers in a read only mode with QGIS Server,Ifremer,https://wwz.ifremer.fr/,rldhont,https://github.com/rldhont,index.md
3.28,Plugins,Changes to plugin automatic updates behaviour,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.28,Programmability,Add temporal handling to maps in QGIS Quick,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.28,Programmability,Addition of py-args command line parameter,Landesamt für Vermessung und Geoinformation Vorarlberg,,Damiano Lombardi,https://github.com/domi4484,index.md
3.28,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti,https://www.qcooperative.net/,index.md
3.28,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault,https://www.spatialys.com/,index.md
3.28,Notable Fixes,Bug fixes by Julien Cabieces,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Julien Cabieces,https://oslandia.com/,index.md
3.28,Notable Fixes,Bug fixes by Paul Blottiere,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Paul Blottiere,https://hytech-imaging.fr/,index.md
3.28,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Sandro Santilli (strk),https://strk.kbt.io/,index.md
3.28,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Nyall Dawson,https://north-road.com/,index.md
3.28,Notable Fixes,Bug fixes by Loïc Bartoletti,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Loïc Bartoletti,https://oslandia.com/,index.md
3.2,General,New zipped project file format .qgz is now the default format,Not specified,,OSLANDIA - Paul Blottiere,https://github.com/pblottiere,index.md
3.2,General,Filtering for field values in Query Builder,Not specified,,Salvatore Larosa,https://github.com/slarosa,index.md
3.2,General,FULL screen Map via Ctrl-Shift-Tab,Not specified,,Richard Duivenvoorde,,index.md
3.2,Map Tools,Simplify map tool can now also smooth features,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Map Tools,Identify Tool with extra options,Leicestershire County Council and East Hampshire District Council,,Martin Dobias and Viktor Sklencar,https://www.lutraconsulting.co.uk,index.md
3.2,Map Tools,Store also expanded/collapsed state of nodes in map Themes,Arpa Piemonte (Dipartimento Tematico Geologia e Dissesto) within ERIKUS project,https://www.arpa.piemonte.it/,Martin Dobias (Lutra Consulting) and Faunalia,https://www.lutraconsulting.co.uk,index.md
3.2,Map Tools,"Auto ""Zoom to Selection"" mode for new map views",Technology One,https://www.technologyonecorp.com/,Nathan Woodrow,https://nathanw.net/,index.md
3.2,Map Tools,Choice of simplification method for simplify map tool,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Map Tools,add zoom to related feature in forms,Not specified,,Jürgen Fischer,,index.md
3.2,Map Tools,Cartesian areas/lengths/perimeters in identify results,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,User Interface,Layers panel: indicators for filtered map layers,Arpa Piemonte (Dipartimento Tematico Geologia e Dissesto) within ERIKUS project,https://www.arpa.piemonte.it/,Martin Dobias (Lutra Consulting) and Faunalia,https://www.lutraconsulting.co.uk/,index.md
3.2,User Interface,Allow customizing prefix of locator filters,QGIS User Group Switzerland,https://qgis.ch,"Denis Rouzaud, OPENGIS.ch",https://opengis.ch,index.md
3.2,User Interface,"Opening of vector and raster stored on HTTP(S), FTP, or cloud services",Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.2,User Interface,Quick calculator in locator search bar,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,User Interface,Shortcuts for toggling panels,Technology One,https://www.technologyonecorp.com/,Nathan Woodrow,https://nathanw.net/,index.md
3.2,User Interface,Bookmark searching in locator,Not specified,,Klavs Pihlkjær,,index.md
3.2,User Interface,Close and Revert Project actions,Not specified,,"Nathan Woodrow, Nyall Dawson",,index.md
3.2,User Interface,Unsaved changes indicator in title bar,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,User Interface,Configurable map tips delay,Not specified,,jdugge,,index.md
3.2,User Interface,Move layer or group to top of layer panel,Not specified,,Mie Winstrup,,index.md
3.2,User Interface,Copy statistics panel content to clipboard button,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.2,User Interface,"Search Settings, Options, and Project Properties pages from locator",Not specified,,Klavs Pihlkjær,,index.md
3.2,User Interface,Indicators for embedded layers and groups,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Symbology,Nicer colors for new layers,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Rendering,Improved map Copyright decoration,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.2,Rendering,Main window scale bar font size and family can be customized,Not specified,,Mathieu Pelllerin,http://www.imhere-asia.com/,index.md
3.2,Rendering,Custom SVG path and size for the north arrow decoration,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.2,3D Features,3D Polygons: Optionally generate back faces,Not specified,,Martin Dobias (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.2,Print Layouts,Data defined table source for attribute table items,Kartoza/InaSAFE,http://kartoza.com/en/,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Print Layouts,Project metadata embedded in layout exports,Arpa Piemonte (Dipartimento Tematico Geologia e Dissesto) within ERIKUS project,,Nyall Dawson (North Road) and Faunalia,http://north-road.com,index.md
3.2,Print Layouts,Better formatting for scalebar text,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Expressions,New expression functions,Not specified,,"Mathieu Pellerin, Nyall Dawson",,index.md
3.2,Expressions,More helpful expression builder,Technology One,https://www.technologyonecorp.com/,Nathan Woodrow,https://nathanw.net/,index.md
3.2,Data Management,Refresh a materialized view,Not specified,,Etienne Trimaille,http://github.com/Gustry,index.md
3.2,Data Management,Z and M support for offline editing,Oester Messtechnik,https://messtechnik.ch/,"Matthias Kuhn, OPENGIS.ch",https://opengis.ch,index.md
3.2,Data Management,Metadata for QGIS projects,Arpa Piemonte (Dipartimento Tematico Geologia e Dissesto) within ERIKUS project,,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Forms and Widgets,Multi-column layout for multiselect value relation widget,Grundbuch- und Vermessungsamt des Kanton Zug,https://www.zg.ch/behoerden/direktion-des-innern/grundbuch-und-vermessungsamt/gis-fachstelle,"David Signer, OPENGIS.ch",https://opengis.ch,index.md
3.2,Forms and Widgets,Allow using a URL for custom attribute forms (UI file),SIRS,http://www.sirs-fr.com,"Denis Rouzaud, OPENGIS.ch",https://opengis.ch,index.md
3.2,Forms and Widgets,Drill-down (cascading) forms,"Grant Boxer, NaturalGIS, Tudor Bărăscu, NotioGIS, République et canton de Neuchâtel, Arpa Piemonte, Nelson Silva, QGIS Danish User Group, Bo Victor Thomsen and Lene Fischer, North River Geographic",,Alessandro Pasotti (North Road),https://north-road.com,index.md
