version,version_name,release_date,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.24,3.24 '<img',Not specified,Labelling,Stretched text for labels and text formats,"North Road, thanks to",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Rendering,Rendering layers as groups,Andrew Fletcher.,,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Rendering,"Support for ""Line pattern"" when converting Mapbox GL vector tile layer styles",Not specified,,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,Rendering,Support background styles for Mapbox GL-styled vector tile layers,Not specified,,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,3D Features,Respect Z ordering when rendering point clouds in 2D,Crowdfunding: Enhancing elevation data and,,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,3D Features,Dock/Undock 3D views,Crowdfunding: Enhancing elevation data and,,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,3D Features,3D map view manager,Crowdfunding: Enhancing elevation data and,,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,3D Features,Improved camera navigation,QGIS.org grant (2021),,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,Print Layouts,Full text rendering capabilities for layout text labels,"North Road, thanks to",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Expressions,geometry_type function,"North Road, thanks to",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Expressions,Overlay intersects sort by intersection size,"Kanton Solothurn, Amt für",,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Expressions,Show all layer field names when building expressions,ARPA Piemonte,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Expressions,represent_attributes function,Kanton Solothurn,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Expressions,Optional minimum overlap area and circle radius for overlay_intersection,Kanton Solothurn,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Expressions,map_prefix_keys function,Kanton Solothurn,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Expressions,densify_by_count and densify_by_distance functions,"North Road, thanks to",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Expressions,"Rotate parts of multi-part geometries independently with ""rotate"" expression function","North Road, thanks to",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Expressions,apply_dash_pattern function,"North Road, thanks to",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Expressions,scale function,"North Road, thanks to",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Expressions,Filter by multiple attributes for get_feature function,Not specified,,Alex,https://github.com/roya0045,index.md
3.24,3.24 '<img',Not specified,Data Management,Multiedit support for relation editor,QGIS Model,,OPENGIS.ch,https://github.com/domi4484,index.md
3.24,3.24 '<img',Not specified,Metadata and Metasearch,Support for OGC API - Records in MetaSearch,Not specified,,Tom Kralidis,https://github.com/tomkralidis,index.md
3.24,3.24 '<img',Not specified,Forms and Widgets,Form submit actions with HTTP POST,Kanton Solothurn,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Forms and Widgets,New button to open attribute table on filtered features,ARPA Piemonte,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Analysis Tools,Add roundness method to curve polygon,Not specified,,Antoine,,index.md
3.24,3.24 '<img',Not specified,Processing,Extract labels algorithm,TEKSI,https://www.teksi.ch/,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,Processing,Optional output extent parameter for the GDAL Raster Calculator algorithm,Not specified,,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,Processing,Optional extent parameter for the GDAL clip raster by mask algorithm,Not specified,,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,Processing,Processing history rework,"The Research Institute for Nature and Forest, Flemish Govt",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Processing,Advanced actions in Processing dialogs,"the Research Institute for Nature and Forest, Flemish Govt",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Processing,Single file exports from Atlas to PDF algorithm,Not specified,,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Processing,Project Models are shown in the Project menu,Kanton Solothurn,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Processing,Add point cloud destination parameter and output to Processing,Not specified,,Alexander Bruy,,index.md
3.24,3.24 '<img',Not specified,Processing,Array field support,SwissTierras,,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,Application and Project Options,qgis_process --no-python argument,North Road,https://north-road.com,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Application and Project Options,"Suppress ""bad layers"" handler on startup",Not specified,,Tim Sutton,https://github.com/timlinux,index.md
3.24,3.24 '<img',Not specified,Application and Project Options,Parameter values for qgis_process can be specified as a JSON object via stdin,"the Research Institute for Nature and Forest, Flemish Govt",,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Application and Project Options,Run Python script algorithms directly via qgis_process,Not specified,,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Data Providers,"Friendlier errors from XYZ raster tiles, WMS and vector tiles",MapTiler,https://www.maptiler.com/,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,Data Providers,Add out-of-the-box connection to Mapzen Global Terrain tiles,Not specified,,Nyall Dawson,,index.md
3.24,3.24 '<img',Not specified,Data Providers,HMAC SHA256 auth method for MapTiler,MapTiler,https://www.maptiler.com/,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,Data Providers,Template parameter  for XYZ raster and vector tiles,MapTiler,https://www.maptiler.com/,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,Data Providers,Convert WMTS/XYZ raster tiles to terrain (DEM),MapTiler,https://www.maptiler.com/,Lutra Consulting,,index.md
3.24,3.24 '<img',Not specified,Data Providers,Array field types for scratch layers,Not specified,,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,Data Providers,JSON field types for new GeoPackage layers,Not specified,,Mathieu Pellerin,,index.md
3.24,3.24 '<img',Not specified,Data Providers,Delimited text type overrides and other improvements,Stadt Freiburg im Breisgau,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Data Providers,New authentication method for HTTP header based authentication,Not specified,,Tom C,https://github.com/Cumminsc9,index.md
3.24,3.24 '<img',Not specified,Data Providers,Expose secondary PostGIS geometry columns as referenced geometries,OPENGIS.ch,https://www.opengis.ch,OPENGIS.ch,https://github.com/m-kuhn,index.md
3.24,3.24 '<img',Not specified,QGIS Server,Allow better control of the response flow chain from server filters,Not specified,,David,,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining,,Sandro Santilli,https://strk.kbt.io/,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining,,Even Rouault,https://www.spatialys.com/,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Denis Rouzaud,QGIS.ORG (through donations and sustaining,,Denis Rouzaud,http://www.opengis.ch/,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Alex Bruy,QGIS.ORG (through donations and sustaining,,Alexander Bruy,,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Paul Blottiere,QGIS.ORG (through donations and sustaining,,Paul Blottiere,https://hytech-imaging.fr/,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Matthias Kuhn,QGIS.ORG (through donations and sustaining,,Matthias Kuhn,https://www.opengis.ch/,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining,,Nyall Dawson,https://north-road.com/,index.md
3.24,3.24 '<img',Not specified,Notable Fixes,Bug fixes by Damiano Lombardi,QGIS.ORG (through donations and sustaining,,Damiano,,index.md
3.26,3.26 '<img',Not specified,Breaking Changes,DB2 Support Removed,Not specified,,Not specified,,index.md
3.26,3.26 '<img',Not specified,Map Tools,Selecting all features by attribute value from Identify Results panel,Camptocamp,https://www.camptocamp.com,Ismail Sunni,,index.md
3.26,3.26 '<img',Not specified,User Interface,Coordinate ordering according to CRS,SevenCs GmbH,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,User Interface,Select features from expression based symbols,City of Canning,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,User Interface,Copy preview expression value to clipboard,Camptocamp,https://www.camptocamp.com/,Ismail Sunni,,index.md
3.26,3.26 '<img',Not specified,User Interface,Option to synchronize statistics panel with layer selection,Not specified,,Jacky,,index.md
3.26,3.26 '<img',Not specified,User Interface,Implement scroll wheel action for color and symbol buttons,Not specified,,OPENGIS.ch,https://www.opengis.ch/,index.md
3.26,3.26 '<img',Not specified,Accessibility,Horizontal table scroll with shift+wheel,the City of Canning,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Symbology,"New ""Animated Marker"" symbol type",North Road,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Symbology,Allow any symbol to be an animated symbol,North Road,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Symbology,Point cloud style synchronization,Crowdfunding for raster and point clouds,,Lutra Consulting,,index.md
3.26,3.26 '<img',Not specified,Symbology,"Add a new classification method for ""Fixed interval""",SLYR,https://north-road.com/slyr/,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Symbology,Custom dash pattern panel shows total pattern length,North Road,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Symbology,Select style categories when storing styles in database,Not specified,,Jacky,,index.md
3.26,3.26 '<img',Not specified,Labelling,Allow data-defined control over line anchor type,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Labelling,Control label anchor placement relative to text position,City of Freiburg im Breisgau,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Labelling,Interactively move curved line labels along their line features,City of Freiburg im Breisgau,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,Rendering,WMS provider resampling,Maptiler,https://www.maptiler.com/,Lutra Consulting,,index.md
3.26,3.26 '<img',Not specified,Rendering,Selective masking vectorization,Not specified,,Julien Cabieces,,index.md
3.26,3.26 '<img',Not specified,3D Features,Transparency support for 3D Phong material,Swedish QGIS user,,Lutra Consulting,,index.md
3.26,3.26 '<img',Not specified,3D Features,3D Maps inherit terrain settings from project,Crowdfunding for raster and point clouds,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,3D Features,Sync 2D and 3D navigation,Crowdfunding for raster and point clouds,,Lutra Consulting,,index.md
3.26,3.26 '<img',Not specified,3D Features,3D axis in 3D map viewer,Not specified,,Not specified,,index.md
3.26,3.26 '<img',Not specified,Point Clouds,Point cloud triangulation in 3D views,Not specified,,Vincent,,index.md
3.26,3.26 '<img',Not specified,Point Clouds,Cloud Optimized Point Clouds (COPC) support,Crowdfunding for raster and point clouds,,Lutra Consulting,,index.md
3.26,3.26 '<img',Not specified,Point Clouds,Point cloud filtering,Crowdfunding for raster and point clouds,,Lutra Consulting,,index.md
3.26,3.26 '<img',Not specified,Print Layouts,Apply font settings from layer conditional styling to layout attribute tables,City of Canning,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Print Layouts,Scalebar Data Defined Overrides,Not specified,,Not specified,,index.md
3.26,3.26 '<img',Not specified,Expressions,Between/ Not between operators,Kanton Solothurn,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,Expressions,Static parent variable in aggregate expression functions,Amt für Geoinformation Kanton,,OPENGIS.ch,http://www.opengis.ch,index.md
3.26,3.26 '<img',Not specified,Digitising,Add a checkbox to disable vertex tool dock auto-opening behavior,SevenCs GmbH,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Digitising,Integrate shape map tools into feature digitizing,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.26,3.26 '<img',Not specified,Digitising,New constraints for advanced digitizing panel,Métropole Européenne de Lille @Jean-Roc,,Antoine,,index.md
3.26,3.26 '<img',Not specified,Data Management,"Add a ""filter rules"" search box to vector tile renderer and labeling widgets",North Road,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Data Management,User defined field names in export,the Swiss QGIS User Group,,Damiano,,index.md
3.26,3.26 '<img',Not specified,Data Management,Georeferencing vector layers in georeferencer,the Danish QGIS Usergroup,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Data Management,Add field domain management capabilities to browser,Provincie Gelderland,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Data Management,Buffered Transactional Editing,Kanton Glarus,,Damiano,,index.md
3.26,3.26 '<img',Not specified,Forms and Widgets,Access form reference in python form actions,Not specified,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,Forms and Widgets,Allow drag and drop forms label font and color customization,ARPA Piemonte,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,Forms and Widgets,Collapse form group by expression,ARPA Piemonte,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,Analysis Tools,"""Keep disjoint features separate"" option for dissolve algorithm",City of Canning,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Processing,Raise message model tool,Not specified,,OPENGIS.ch,https://www.opengis.ch/,index.md
3.26,3.26 '<img',Not specified,Processing,Run batch processing steps in tasks,NRCan Contract#3000739399,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Processing,Background processing of model algorithms,NRCan Contract#3000739399,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Processing,Allow setting Examples in graphical model help,NRCan Contract#3000739399,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Processing,Overlay tools with multiple overlay layers support,Not specified,,Alexander Bruy,,index.md
3.26,3.26 '<img',Not specified,Application and Project Options,Project elevation properties framework,Crowdfunding for raster and point clouds,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Application and Project Options,Optionally store UI configuration in projects,City of Canning,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Application and Project Options,Optionally store layer edit state in projects,City of Canning,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Application and Project Options,Project style databases support,the QGIS Swiss user group.,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Application and Project Options,Added setting to show feature counts by default for newly added layers,SevenCs GmbH,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Application and Project Options,"Add a ""Skip"" option for custom environmental variables in Settings-\>Options-\>Environment",Not specified,,Andrea Giudiceandrea,,index.md
3.26,3.26 '<img',Not specified,Application and Project Options,"Revamped projects' default symbols, color ramp , and text format",Not specified,,OPENGIS.ch,https://www.opengis.ch/,index.md
3.26,3.26 '<img',Not specified,Profile Plots,Elevation profile plotting tool,Crowdfunding for raster and point clouds,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Profile Plots,Flexible vector layer symbology in elevation profiles,Crowdfunding for raster and point clouds,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Profile Plots,Flexible symbology for point cloud profile plotting,Crowdfunding for raster and point clouds,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Profile Plots,Vector feature extrusion for profile charts,Crowdfunding for raster and point clouds,,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Browser,Rename bookmark groups context menu control,Camptocamp,https://www.camptocamp.com,Ismail Sunni,,index.md
3.26,3.26 '<img',Not specified,Data Providers,Support reading ESRI vector tile packages (.vtpk) files directly,"North Road Consulting, thanks to",,Nyall Dawson,,index.md
3.26,3.26 '<img',Not specified,Data Providers,SQL Logging in the Debugging/ Development panel,Not specified,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,QGIS Server,Alternate periodic check strategy for detecting project updates,3Liz,https://3liz.com,David,,index.md
3.26,3.26 '<img',Not specified,QGIS Server,Add more server highlight label parameters,Not specified,,mhugent,https://github.com/mhugent,index.md
3.26,3.26 '<img',Not specified,QGIS Server,Temporal properties support for WMS Server,Gis3W,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,Programmability,"Add a QgsScaleCalculator function to calculate canvas width from a given extent, scale, and dpi",Not specified,,OPENGIS.ch,https://github.com/nirvn,index.md
3.26,3.26 '<img',Not specified,Programmability,Clear current symbol action in symbol button widget,Not specified,,OPENGIS.ch,https://www.opengis.ch/,index.md
3.26,3.26 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining,,Even Rouault,https://www.spatialys.com/,index.md
3.26,3.26 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.26,3.26 '<img',Not specified,Notable Fixes,Bug fixes by Alex Bruy,QGIS.ORG (through donations and sustaining,,Alexander Bruy,https://www.qcooperative.net/,index.md
3.26,3.26 '<img',Not specified,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining,,Sandro Santilli,,index.md
3.26,3.26 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining,,Nyall Dawson,https://north-road.com/,index.md
3.26,3.26 '<img',Not specified,Notable Fixes,Bug fixes by Loïc Bartoletti,QGIS.ORG (through donations and sustaining,,Loïc Bartoletti,https://oslandia.com/,index.md
3.28,3.28 '<img',Not specified,Temporal,Add temporal manager support for WMTS layers with TIME dimension,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Map Tools,Allow selecting features in vector tile layers,Toitū Te Whenua Land Information New Zealand,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,User Interface,Exclusive window based UX for data source manager,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,User Interface,Add a Show in Attribute Table action to the right click menu of legend class symbols,Not specified,,Mathieu Pellerin,,index.md
3.28,3.28 '<img',Not specified,User Interface,Add setting to hide NULL values on identify result,Camptocamp,https://www.camptocamp.com/,Ismail Sunni,,index.md
3.28,3.28 '<img',Not specified,Symbology,Allow control over GPS location marker,"Tiwi Resources, Bush Heritage, Australian",,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Symbology,Added new ellipse marker shapes,North Road,,Not specified,,index.md
3.28,3.28 '<img',Not specified,Labelling,Add support for HTML bold/italic/font size and font family to labelling,the Swiss QGIS user group,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Labelling,Add option to use absolute units for line height,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Mesh,Add option to reload mesh layer temporal properties,Not specified,,Vincent,,index.md
3.28,3.28 '<img',Not specified,3D Features,Ambient Occlusion 3D Effect,Not specified,,Martin Dobias,,index.md
3.28,3.28 '<img',Not specified,Point Clouds,Point Cloud Layer Export,State of Vorarlberg and Swiss QGIS user group,,Stefanos,,index.md
3.28,3.28 '<img',Not specified,Point Clouds,Eye Dome Lighting for point clouds in 2D map canvas,Not specified,,Nedjima,,index.md
3.28,3.28 '<img',Not specified,Print Layouts,Add FORCE_RASTER and IMAGE_COMPRESSION parameters to PDF algorithms,Not specified,,Andrea Giudiceandrea,,index.md
3.28,3.28 '<img',Not specified,Expressions,Add new variable form of current feature expression functions,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Expressions,Add new shared_paths function,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Expressions,Make_valid and geom_to_array functions,Not specified,,Alex,https://github.com/roya0045,index.md
3.28,3.28 '<img',Not specified,Expressions,Concave hull function,Not specified,,Loïc Bartoletti,,index.md
3.28,3.28 '<img',Not specified,Data Management,Ask for confirmation when deleting features,QGIS user group,,Mathieu Pellerin,,index.md
3.28,3.28 '<img',Not specified,Metadata and Metasearch,Layer metadata data provider search and storage,ARPA Piemonte,,Alessandro Pasotti,,index.md
3.28,3.28 '<img',Not specified,Processing,Fixed precision support for select processing tools,Orange Telecom FR,,Loïc Bartoletti,,index.md
3.28,3.28 '<img',Not specified,Processing,"Improved ""Make Valid"" Algorithms",Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Processing,Default option to show feature count for vector outputs from processing,Not specified,,Germap,https://github.com/gacarrillor,index.md
3.28,3.28 '<img',Not specified,Processing,Add relations export option to package layers algorithm,ARPA Piemonte,,Alessandro Pasotti,,index.md
3.28,3.28 '<img',Not specified,Processing,"Add ""Offset"" parameter to ""Drape"" algorithms",Not specified,,Andrea Giudiceandrea,,index.md
3.28,3.28 '<img',Not specified,Application and Project Options,Modified project coordinate and bearing display settings,Not specified,,Mathieu Pellerin,,index.md
3.28,3.28 '<img',Not specified,Application and Project Options,"Add support for ""user"" fonts, and automatic downloading of freely licensed fonts",Toitū Te Whenua Land Information New Zealand,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Browser,"Implement relationship discovery for OGR layers, and show relationships in browser",Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Browser,Modified UX for Geopackage and ESRI File Geodatabase creation,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Browser,Allow drag and drop of vector layers to non-GPKG OGR database datasets,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Browser,Expose field domain management for non-gpkg OGR sources,Provincie Gelderland,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Data Providers,Define session role for PostgreSQL connections,3liz,https://3liz.com/,rldhont,https://github.com/rldhont,index.md
3.28,3.28 '<img',Not specified,Data Providers,Automatically add related tables when adding layers from GDAL datasets with embedded relationship information,University of Uppsala,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Data Providers,Add subset string (filter) support for arcgis REST layers,"Naturstyrelsen and Miljøstyrelsen, Danish",,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Data Providers,Abstract database provider for renaming fields,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Data Providers,WFS performing binary spatial operations in expressions on server,Kanton Schaffhausen,,signedav,https://github.com/signedav,index.md
3.28,3.28 '<img',Not specified,Data Providers,Editing ArcGIS REST Layers,"Naturstyrelsen and Miljøstyrelsen, Danish",,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Data Providers,Load raster sublayers from vector tile styles automatically,Toitū Te Whenua Land Information New Zealand,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Data Providers,Add WMS layers individually,Camptocamp,https://www.camptocamp.com/,Ismail Sunni,,index.md
3.28,3.28 '<img',Not specified,Data Providers,Save projects to Oracle Database Provider,Not specified,,Julien Cabieces,,index.md
3.28,3.28 '<img',Not specified,QGIS Server,QGIS_SERVER_ALLOWED_EXTRA_SQL_TOKENS settings variable,Zweckverband Grevesmühlen,,Alessandro Pasotti,,index.md
3.28,3.28 '<img',Not specified,QGIS Server,Open layers in a read only mode with QGIS Server,Ifremer,https://wwz.ifremer.fr/,rldhont,https://github.com/rldhont,index.md
3.28,3.28 '<img',Not specified,Plugins,Changes to plugin automatic updates behaviour,Not specified,,Nyall Dawson,,index.md
3.28,3.28 '<img',Not specified,Programmability,Add temporal handling to maps in QGIS Quick,Not specified,,Mathieu Pellerin,,index.md
3.28,3.28 '<img',Not specified,Programmability,Addition of py-args command line parameter,Landesamt für Vermessung und Geoinformation,,Damiano,,index.md
3.28,3.28 '<img',Not specified,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining,,Alessandro Pasotti,,index.md
3.28,3.28 '<img',Not specified,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining,,Even Rouault,https://www.spatialys.com/,index.md
3.28,3.28 '<img',Not specified,Notable Fixes,Bug fixes by Julien Cabieces,QGIS.ORG (through donations and sustaining,,Julien Cabieces,https://oslandia.com/,index.md
3.28,3.28 '<img',Not specified,Notable Fixes,Bug fixes by Paul Blottiere,QGIS.ORG (through donations and sustaining,,Paul Blottiere,,index.md
3.28,3.28 '<img',Not specified,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining,,Sandro Santilli,,index.md
3.28,3.28 '<img',Not specified,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining,,Nyall Dawson,https://north-road.com/,index.md
3.28,3.28 '<img',Not specified,Notable Fixes,Bug fixes by Loïc Bartoletti,QGIS.ORG (through donations and sustaining,,Loïc Bartoletti,https://oslandia.com/,index.md
3.2,3.2.0 '<img',Not specified,General,New zipped project file format .qgz is now the default format,Not specified,,Paul Blottiere,,index.md
3.2,3.2.0 '<img',Not specified,General,Filtering for field values in Query Builder,Not specified,,Salvatore Larosa,,index.md
3.2,3.2.0 '<img',Not specified,General,FULL screen Map via Ctrl-Shift-Tab,Not specified,,Richard Duivenvoorde,,index.md
3.2,3.2.0 '<img',Not specified,Map Tools,Simplify map tool can now also smooth features,North Road,http://north-road.com,Nyall Dawson,,index.md
3.2,3.2.0 '<img',Not specified,Map Tools,Identify Tool with extra options,Leicestershire County Council and East,,Martin Dobias,,index.md
3.2,3.2.0 '<img',Not specified,Map Tools,Store also expanded/collapsed state of nodes in map Themes,Arpa Piemonte (Dipartimento Tematico,,Martin Dobias,,index.md
3.2,3.2.0 '<img',Not specified,Map Tools,"Auto ""Zoom to Selection"" mode for new map views",Technology,,Nathan Woodrow,https://nathanw.net/,index.md
3.2,3.2.0 '<img',Not specified,Map Tools,Choice of simplification method for simplify map tool,North Road,http://north-road.com,Nyall Dawson,,index.md
3.2,3.2.0 '<img',Not specified,Map Tools,add zoom to related feature in forms,Not specified,,Jürgen Fischer,,index.md
3.2,3.2.0 '<img',Not specified,Map Tools,Cartesian areas/lengths/perimeters in identify results,North Road,http://north-road.com,Nyall Dawson,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Layers panel: indicators for filtered map layers,Arpa Piemonte (Dipartimento Tematico,,Martin Dobias,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Allow customizing prefix of locator filters,QGIS User Group,,OPENGIS.ch,https://opengis.ch,index.md
3.2,3.2.0 '<img',Not specified,User Interface,"Opening of vector and raster stored on HTTP(S), FTP, or cloud services",Not specified,,Mathieu Pellerin,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Quick calculator in locator search bar,North Road,http://north-road.com,Nyall Dawson,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Shortcuts for toggling panels,Technology,,Nathan Woodrow,https://nathanw.net/,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Bookmark searching in locator,Not specified,,Klavs Pihlkjær,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Close and Revert Project actions,Not specified,,Nathan Woodrow,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Unsaved changes indicator in title bar,North Road,http://north-road.com,Nyall Dawson,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Configurable map tips delay,Not specified,,jdugge,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Move layer or group to top of layer panel,Not specified,,Mie Winstrup,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Copy statistics panel content to clipboard button,Not specified,,Mathieu Pellerin,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,"Search Settings, Options, and Project Properties pages from locator",Not specified,,Klavs Pihlkjær,,index.md
3.2,3.2.0 '<img',Not specified,User Interface,Indicators for embedded layers and groups,North Road,http://north-road.com,Nyall Dawson,,index.md
3.2,3.2.0 '<img',Not specified,Symbology,Nicer colors for new layers,North Road,http://north-road.com,Nyall Dawson,,index.md
